instruction,ltl,pattern_type,props
go to a d h c and b in any order,& F b & F h & F d & F c F a,visit,"['b', 'h', 'd', 'c', 'a']"
go to h b a d and c in any order,& F c & F a & F b & F d F h,visit,"['c', 'a', 'b', 'd', 'h']"
go to d b a h and c in any order,& F c & F a & F b & F h F d,visit,"['c', 'a', 'b', 'h', 'd']"
go to h d a b and c in any order,& F c & F a & F d & F b F h,visit,"['c', 'a', 'd', 'b', 'h']"
go to b d a h and c in any order,& F c & F a & F d & F h F b,visit,"['c', 'a', 'd', 'h', 'b']"
go to d h a b and c in any order,& F c & F a & F h & F b F d,visit,"['c', 'a', 'h', 'b', 'd']"
go to b h a d and c in any order,& F c & F a & F h & F d F b,visit,"['c', 'a', 'h', 'd', 'b']"
go to h a b d and c in any order,& F c & F b & F a & F d F h,visit,"['c', 'b', 'a', 'd', 'h']"
go to d a b h and c in any order,& F c & F b & F a & F h F d,visit,"['c', 'b', 'a', 'h', 'd']"
go to h d b a and c in any order,& F c & F b & F d & F a F h,visit,"['c', 'b', 'd', 'a', 'h']"
go to a d b h and c in any order,& F c & F b & F d & F h F a,visit,"['c', 'b', 'd', 'h', 'a']"
go to d h b a and c in any order,& F c & F b & F h & F a F d,visit,"['c', 'b', 'h', 'a', 'd']"
go to a h b d and c in any order,& F c & F b & F h & F d F a,visit,"['c', 'b', 'h', 'd', 'a']"
go to h a d b and c in any order,& F c & F d & F a & F b F h,visit,"['c', 'd', 'a', 'b', 'h']"
go to b a d h and c in any order,& F c & F d & F a & F h F b,visit,"['c', 'd', 'a', 'h', 'b']"
go to h b d a and c in any order,& F c & F d & F b & F a F h,visit,"['c', 'd', 'b', 'a', 'h']"
go to a b d h and c in any order,& F c & F d & F b & F h F a,visit,"['c', 'd', 'b', 'h', 'a']"
go to b h d a and c in any order,& F c & F d & F h & F a F b,visit,"['c', 'd', 'h', 'a', 'b']"
go to a h d b and c in any order,& F c & F d & F h & F b F a,visit,"['c', 'd', 'h', 'b', 'a']"
go to d a h b and c in any order,& F c & F h & F a & F b F d,visit,"['c', 'h', 'a', 'b', 'd']"
go to b a h d and c in any order,& F c & F h & F a & F d F b,visit,"['c', 'h', 'a', 'd', 'b']"
go to d b h a and c in any order,& F c & F h & F b & F a F d,visit,"['c', 'h', 'b', 'a', 'd']"
go to a b h d and c in any order,& F c & F h & F b & F d F a,visit,"['c', 'h', 'b', 'd', 'a']"
go to b d h a and c in any order,& F c & F h & F d & F a F b,visit,"['c', 'h', 'd', 'a', 'b']"
go to a d h b and c in any order,& F c & F h & F d & F b F a,visit,"['c', 'h', 'd', 'b', 'a']"
go to h b a c and d in any order,& F d & F a & F b & F c F h,visit,"['d', 'a', 'b', 'c', 'h']"
go to c b a h and d in any order,& F d & F a & F b & F h F c,visit,"['d', 'a', 'b', 'h', 'c']"
go to h c a b and d in any order,& F d & F a & F c & F b F h,visit,"['d', 'a', 'c', 'b', 'h']"
go to b c a h and d in any order,& F d & F a & F c & F h F b,visit,"['d', 'a', 'c', 'h', 'b']"
go to c h a b and d in any order,& F d & F a & F h & F b F c,visit,"['d', 'a', 'h', 'b', 'c']"
go to b h a c and d in any order,& F d & F a & F h & F c F b,visit,"['d', 'a', 'h', 'c', 'b']"
go to h a b c and d in any order,& F d & F b & F a & F c F h,visit,"['d', 'b', 'a', 'c', 'h']"
go to c a b h and d in any order,& F d & F b & F a & F h F c,visit,"['d', 'b', 'a', 'h', 'c']"
go to h c b a and d in any order,& F d & F b & F c & F a F h,visit,"['d', 'b', 'c', 'a', 'h']"
go to a c b h and d in any order,& F d & F b & F c & F h F a,visit,"['d', 'b', 'c', 'h', 'a']"
go to c h b a and d in any order,& F d & F b & F h & F a F c,visit,"['d', 'b', 'h', 'a', 'c']"
go to a h b c and d in any order,& F d & F b & F h & F c F a,visit,"['d', 'b', 'h', 'c', 'a']"
go to h a c b and d in any order,& F d & F c & F a & F b F h,visit,"['d', 'c', 'a', 'b', 'h']"
go to b a c h and d in any order,& F d & F c & F a & F h F b,visit,"['d', 'c', 'a', 'h', 'b']"
go to h b c a and d in any order,& F d & F c & F b & F a F h,visit,"['d', 'c', 'b', 'a', 'h']"
go to a b c h and d in any order,& F d & F c & F b & F h F a,visit,"['d', 'c', 'b', 'h', 'a']"
go to b h c a and d in any order,& F d & F c & F h & F a F b,visit,"['d', 'c', 'h', 'a', 'b']"
go to a h c b and d in any order,& F d & F c & F h & F b F a,visit,"['d', 'c', 'h', 'b', 'a']"
go to c a h b and d in any order,& F d & F h & F a & F b F c,visit,"['d', 'h', 'a', 'b', 'c']"
go to b a h c and d in any order,& F d & F h & F a & F c F b,visit,"['d', 'h', 'a', 'c', 'b']"
go to c b h a and d in any order,& F d & F h & F b & F a F c,visit,"['d', 'h', 'b', 'a', 'c']"
go to a b h c and d in any order,& F d & F h & F b & F c F a,visit,"['d', 'h', 'b', 'c', 'a']"
go to b c h a and d in any order,& F d & F h & F c & F a F b,visit,"['d', 'h', 'c', 'a', 'b']"
go to a c h b and d in any order,& F d & F h & F c & F b F a,visit,"['d', 'h', 'c', 'b', 'a']"
go to d b a c and h in any order,& F h & F a & F b & F c F d,visit,"['h', 'a', 'b', 'c', 'd']"
go to c b a d and h in any order,& F h & F a & F b & F d F c,visit,"['h', 'a', 'b', 'd', 'c']"
go to d c a b and h in any order,& F h & F a & F c & F b F d,visit,"['h', 'a', 'c', 'b', 'd']"
go to b c a d and h in any order,& F h & F a & F c & F d F b,visit,"['h', 'a', 'c', 'd', 'b']"
go to c d a b and h in any order,& F h & F a & F d & F b F c,visit,"['h', 'a', 'd', 'b', 'c']"
go to b d a c and h in any order,& F h & F a & F d & F c F b,visit,"['h', 'a', 'd', 'c', 'b']"
go to d a b c and h in any order,& F h & F b & F a & F c F d,visit,"['h', 'b', 'a', 'c', 'd']"
go to c a b d and h in any order,& F h & F b & F a & F d F c,visit,"['h', 'b', 'a', 'd', 'c']"
go to d c b a and h in any order,& F h & F b & F c & F a F d,visit,"['h', 'b', 'c', 'a', 'd']"
go to a c b d and h in any order,& F h & F b & F c & F d F a,visit,"['h', 'b', 'c', 'd', 'a']"
go to c d b a and h in any order,& F h & F b & F d & F a F c,visit,"['h', 'b', 'd', 'a', 'c']"
go to a d b c and h in any order,& F h & F b & F d & F c F a,visit,"['h', 'b', 'd', 'c', 'a']"
go to d a c b and h in any order,& F h & F c & F a & F b F d,visit,"['h', 'c', 'a', 'b', 'd']"
go to b a c d and h in any order,& F h & F c & F a & F d F b,visit,"['h', 'c', 'a', 'd', 'b']"
go to d b c a and h in any order,& F h & F c & F b & F a F d,visit,"['h', 'c', 'b', 'a', 'd']"
go to a b c d and h in any order,& F h & F c & F b & F d F a,visit,"['h', 'c', 'b', 'd', 'a']"
go to b d c a and h in any order,& F h & F c & F d & F a F b,visit,"['h', 'c', 'd', 'a', 'b']"
go to a d c b and h in any order,& F h & F c & F d & F b F a,visit,"['h', 'c', 'd', 'b', 'a']"
go to c a d b and h in any order,& F h & F d & F a & F b F c,visit,"['h', 'd', 'a', 'b', 'c']"
go to b a d c and h in any order,& F h & F d & F a & F c F b,visit,"['h', 'd', 'a', 'c', 'b']"
go to c b d a and h in any order,& F h & F d & F b & F a F c,visit,"['h', 'd', 'b', 'a', 'c']"
go to a b d c and h in any order,& F h & F d & F b & F c F a,visit,"['h', 'd', 'b', 'c', 'a']"
go to b c d a and h in any order,& F h & F d & F c & F a F b,visit,"['h', 'd', 'c', 'a', 'b']"
go to a c d b and h in any order,& F h & F d & F c & F b F a,visit,"['h', 'd', 'c', 'b', 'a']"
please keep visiting a,G F a,patrolling,['a']
please keep visiting b,G F b,patrolling,['b']
please keep visiting c,G F c,patrolling,['c']
please keep visiting d,G F d,patrolling,['d']
please keep visiting h,G F h,patrolling,['h']
keep going to a,G F a,patrolling,['a']
keep going to b,G F b,patrolling,['b']
keep going to c,G F c,patrolling,['c']
keep going to d,G F d,patrolling,['d']
keep going to h,G F h,patrolling,['h']
always stop at a repeatedly,G F a,patrolling,['a']
always stop at b repeatedly,G F b,patrolling,['b']
always stop at c repeatedly,G F c,patrolling,['c']
always stop at d repeatedly,G F d,patrolling,['d']
always stop at h repeatedly,G F h,patrolling,['h']
keep visiting a,G F a,patrolling,['a']
keep visiting b,G F b,patrolling,['b']
keep visiting c,G F c,patrolling,['c']
keep visiting d,G F d,patrolling,['d']
keep visiting h,G F h,patrolling,['h']
patrol a repeatedly,G F a,patrolling,['a']
patrol b repeatedly,G F b,patrolling,['b']
patrol c repeatedly,G F c,patrolling,['c']
patrol d repeatedly,G F d,patrolling,['d']
patrol h repeatedly,G F h,patrolling,['h']
please go to a,F a,visit,['a']
please go to b,F b,visit,['b']
please go to c,F c,visit,['c']
please go to d,F d,visit,['d']
please go to h,F h,visit,['h']
travel to a,F a,visit,['a']
travel to b,F b,visit,['b']
travel to c,F c,visit,['c']
travel to d,F d,visit,['d']
travel to h,F h,visit,['h']
visit a,F a,visit,['a']
visit b,F b,visit,['b']
visit c,F c,visit,['c']
visit d,F d,visit,['d']
visit h,F h,visit,['h']
stop at a,F a,visit,['a']
stop at b,F b,visit,['b']
stop at c,F c,visit,['c']
stop at d,F d,visit,['d']
stop at h,F h,visit,['h']
make your way to a,F a,visit,['a']
make your way to b,F b,visit,['b']
make your way to c,F c,visit,['c']
make your way to d,F d,visit,['d']
make your way to h,F h,visit,['h']
go to a and b in any order,& F a F b,visit,"['a', 'b']"
go to a and c in any order,& F a F c,visit,"['a', 'c']"
go to a and d in any order,& F a F d,visit,"['a', 'd']"
go to a and h in any order,& F a F h,visit,"['a', 'h']"
go to b and a in any order,& F b F a,visit,"['b', 'a']"
go to b and c in any order,& F b F c,visit,"['b', 'c']"
go to b and d in any order,& F b F d,visit,"['b', 'd']"
go to b and h in any order,& F b F h,visit,"['b', 'h']"
go to c and a in any order,& F c F a,visit,"['c', 'a']"
go to c and b in any order,& F c F b,visit,"['c', 'b']"
go to c and d in any order,& F c F d,visit,"['c', 'd']"
go to c and h in any order,& F c F h,visit,"['c', 'h']"
go to d and a in any order,& F d F a,visit,"['d', 'a']"
go to d and b in any order,& F d F b,visit,"['d', 'b']"
go to d and c in any order,& F d F c,visit,"['d', 'c']"
go to d and h in any order,& F d F h,visit,"['d', 'h']"
go to h and a in any order,& F h F a,visit,"['h', 'a']"
go to h and b in any order,& F h F b,visit,"['h', 'b']"
go to h and c in any order,& F h F c,visit,"['h', 'c']"
go to h and d in any order,& F h F d,visit,"['h', 'd']"
make sure to go to both a and b,& F a F b,visit,"['a', 'b']"
make sure to go to both a and c,& F a F c,visit,"['a', 'c']"
make sure to go to both a and d,& F a F d,visit,"['a', 'd']"
make sure to go to both a and h,& F a F h,visit,"['a', 'h']"
make sure to go to both b and a,& F b F a,visit,"['b', 'a']"
make sure to go to both b and c,& F b F c,visit,"['b', 'c']"
make sure to go to both b and d,& F b F d,visit,"['b', 'd']"
make sure to go to both b and h,& F b F h,visit,"['b', 'h']"
make sure to go to both c and a,& F c F a,visit,"['c', 'a']"
make sure to go to both c and b,& F c F b,visit,"['c', 'b']"
make sure to go to both c and d,& F c F d,visit,"['c', 'd']"
make sure to go to both c and h,& F c F h,visit,"['c', 'h']"
make sure to go to both d and a,& F d F a,visit,"['d', 'a']"
make sure to go to both d and b,& F d F b,visit,"['d', 'b']"
make sure to go to both d and c,& F d F c,visit,"['d', 'c']"
make sure to go to both d and h,& F d F h,visit,"['d', 'h']"
make sure to go to both h and a,& F h F a,visit,"['h', 'a']"
make sure to go to both h and b,& F h F b,visit,"['h', 'b']"
make sure to go to both h and c,& F h F c,visit,"['h', 'c']"
make sure to go to both h and d,& F h F d,visit,"['h', 'd']"
visit a and b,& F a F b,visit,"['a', 'b']"
visit a and c,& F a F c,visit,"['a', 'c']"
visit a and d,& F a F d,visit,"['a', 'd']"
visit a and h,& F a F h,visit,"['a', 'h']"
visit b and a,& F b F a,visit,"['b', 'a']"
visit b and c,& F b F c,visit,"['b', 'c']"
visit b and d,& F b F d,visit,"['b', 'd']"
visit b and h,& F b F h,visit,"['b', 'h']"
visit c and a,& F c F a,visit,"['c', 'a']"
visit c and b,& F c F b,visit,"['c', 'b']"
visit c and d,& F c F d,visit,"['c', 'd']"
visit c and h,& F c F h,visit,"['c', 'h']"
visit d and a,& F d F a,visit,"['d', 'a']"
visit d and b,& F d F b,visit,"['d', 'b']"
visit d and c,& F d F c,visit,"['d', 'c']"
visit d and h,& F d F h,visit,"['d', 'h']"
visit h and a,& F h F a,visit,"['h', 'a']"
visit h and b,& F h F b,visit,"['h', 'b']"
visit h and c,& F h F c,visit,"['h', 'c']"
visit h and d,& F h F d,visit,"['h', 'd']"
make sure to go to both a and b at least once,& F a F b,visit,"['a', 'b']"
make sure to go to both a and c at least once,& F a F c,visit,"['a', 'c']"
make sure to go to both a and d at least once,& F a F d,visit,"['a', 'd']"
make sure to go to both a and h at least once,& F a F h,visit,"['a', 'h']"
make sure to go to both b and a at least once,& F b F a,visit,"['b', 'a']"
make sure to go to both b and c at least once,& F b F c,visit,"['b', 'c']"
make sure to go to both b and d at least once,& F b F d,visit,"['b', 'd']"
make sure to go to both b and h at least once,& F b F h,visit,"['b', 'h']"
make sure to go to both c and a at least once,& F c F a,visit,"['c', 'a']"
make sure to go to both c and b at least once,& F c F b,visit,"['c', 'b']"
make sure to go to both c and d at least once,& F c F d,visit,"['c', 'd']"
make sure to go to both c and h at least once,& F c F h,visit,"['c', 'h']"
make sure to go to both d and a at least once,& F d F a,visit,"['d', 'a']"
make sure to go to both d and b at least once,& F d F b,visit,"['d', 'b']"
make sure to go to both d and c at least once,& F d F c,visit,"['d', 'c']"
make sure to go to both d and h at least once,& F d F h,visit,"['d', 'h']"
make sure to go to both h and a at least once,& F h F a,visit,"['h', 'a']"
make sure to go to both h and b at least once,& F h F b,visit,"['h', 'b']"
make sure to go to both h and c at least once,& F h F c,visit,"['h', 'c']"
make sure to go to both h and d at least once,& F h F d,visit,"['h', 'd']"
go to b and a in any order,& F a F b,visit,"['a', 'b']"
go to c and a in any order,& F a F c,visit,"['a', 'c']"
go to d and a in any order,& F a F d,visit,"['a', 'd']"
go to h and a in any order,& F a F h,visit,"['a', 'h']"
go to a and b in any order,& F b F a,visit,"['b', 'a']"
go to c and b in any order,& F b F c,visit,"['b', 'c']"
go to d and b in any order,& F b F d,visit,"['b', 'd']"
go to h and b in any order,& F b F h,visit,"['b', 'h']"
go to a and c in any order,& F c F a,visit,"['c', 'a']"
go to b and c in any order,& F c F b,visit,"['c', 'b']"
go to d and c in any order,& F c F d,visit,"['c', 'd']"
go to h and c in any order,& F c F h,visit,"['c', 'h']"
go to a and d in any order,& F d F a,visit,"['d', 'a']"
go to b and d in any order,& F d F b,visit,"['d', 'b']"
go to c and d in any order,& F d F c,visit,"['d', 'c']"
go to h and d in any order,& F d F h,visit,"['d', 'h']"
go to a and h in any order,& F h F a,visit,"['h', 'a']"
go to b and h in any order,& F h F b,visit,"['h', 'b']"
go to c and h in any order,& F h F c,visit,"['h', 'c']"
go to d and h in any order,& F h F d,visit,"['h', 'd']"
go to b d a and c in any order,& F a & F b & F c F d,visit,"['a', 'b', 'c', 'd']"
go to b h a and c in any order,& F a & F b & F c F h,visit,"['a', 'b', 'c', 'h']"
go to b c a and d in any order,& F a & F b & F d F c,visit,"['a', 'b', 'd', 'c']"
go to b h a and d in any order,& F a & F b & F d F h,visit,"['a', 'b', 'd', 'h']"
go to b c a and h in any order,& F a & F b & F h F c,visit,"['a', 'b', 'h', 'c']"
go to b d a and h in any order,& F a & F b & F h F d,visit,"['a', 'b', 'h', 'd']"
go to c d a and b in any order,& F a & F c & F b F d,visit,"['a', 'c', 'b', 'd']"
go to c h a and b in any order,& F a & F c & F b F h,visit,"['a', 'c', 'b', 'h']"
go to c b a and d in any order,& F a & F c & F d F b,visit,"['a', 'c', 'd', 'b']"
go to c h a and d in any order,& F a & F c & F d F h,visit,"['a', 'c', 'd', 'h']"
go to c b a and h in any order,& F a & F c & F h F b,visit,"['a', 'c', 'h', 'b']"
go to c d a and h in any order,& F a & F c & F h F d,visit,"['a', 'c', 'h', 'd']"
go to d c a and b in any order,& F a & F d & F b F c,visit,"['a', 'd', 'b', 'c']"
go to d h a and b in any order,& F a & F d & F b F h,visit,"['a', 'd', 'b', 'h']"
go to d b a and c in any order,& F a & F d & F c F b,visit,"['a', 'd', 'c', 'b']"
go to d h a and c in any order,& F a & F d & F c F h,visit,"['a', 'd', 'c', 'h']"
go to d b a and h in any order,& F a & F d & F h F b,visit,"['a', 'd', 'h', 'b']"
go to d c a and h in any order,& F a & F d & F h F c,visit,"['a', 'd', 'h', 'c']"
go to h c a and b in any order,& F a & F h & F b F c,visit,"['a', 'h', 'b', 'c']"
go to h d a and b in any order,& F a & F h & F b F d,visit,"['a', 'h', 'b', 'd']"
go to h b a and c in any order,& F a & F h & F c F b,visit,"['a', 'h', 'c', 'b']"
go to h d a and c in any order,& F a & F h & F c F d,visit,"['a', 'h', 'c', 'd']"
go to h b a and d in any order,& F a & F h & F d F b,visit,"['a', 'h', 'd', 'b']"
go to h c a and d in any order,& F a & F h & F d F c,visit,"['a', 'h', 'd', 'c']"
go to a d b and c in any order,& F b & F a & F c F d,visit,"['b', 'a', 'c', 'd']"
go to a h b and c in any order,& F b & F a & F c F h,visit,"['b', 'a', 'c', 'h']"
go to a c b and d in any order,& F b & F a & F d F c,visit,"['b', 'a', 'd', 'c']"
go to a h b and d in any order,& F b & F a & F d F h,visit,"['b', 'a', 'd', 'h']"
go to a c b and h in any order,& F b & F a & F h F c,visit,"['b', 'a', 'h', 'c']"
go to a d b and h in any order,& F b & F a & F h F d,visit,"['b', 'a', 'h', 'd']"
go to c d b and a in any order,& F b & F c & F a F d,visit,"['b', 'c', 'a', 'd']"
go to c h b and a in any order,& F b & F c & F a F h,visit,"['b', 'c', 'a', 'h']"
go to c a b and d in any order,& F b & F c & F d F a,visit,"['b', 'c', 'd', 'a']"
go to c h b and d in any order,& F b & F c & F d F h,visit,"['b', 'c', 'd', 'h']"
go to c a b and h in any order,& F b & F c & F h F a,visit,"['b', 'c', 'h', 'a']"
go to c d b and h in any order,& F b & F c & F h F d,visit,"['b', 'c', 'h', 'd']"
go to d c b and a in any order,& F b & F d & F a F c,visit,"['b', 'd', 'a', 'c']"
go to d h b and a in any order,& F b & F d & F a F h,visit,"['b', 'd', 'a', 'h']"
go to d a b and c in any order,& F b & F d & F c F a,visit,"['b', 'd', 'c', 'a']"
go to d h b and c in any order,& F b & F d & F c F h,visit,"['b', 'd', 'c', 'h']"
go to d a b and h in any order,& F b & F d & F h F a,visit,"['b', 'd', 'h', 'a']"
go to d c b and h in any order,& F b & F d & F h F c,visit,"['b', 'd', 'h', 'c']"
go to h c b and a in any order,& F b & F h & F a F c,visit,"['b', 'h', 'a', 'c']"
go to h d b and a in any order,& F b & F h & F a F d,visit,"['b', 'h', 'a', 'd']"
go to h a b and c in any order,& F b & F h & F c F a,visit,"['b', 'h', 'c', 'a']"
go to h d b and c in any order,& F b & F h & F c F d,visit,"['b', 'h', 'c', 'd']"
go to h a b and d in any order,& F b & F h & F d F a,visit,"['b', 'h', 'd', 'a']"
go to h c b and d in any order,& F b & F h & F d F c,visit,"['b', 'h', 'd', 'c']"
go to a d c and b in any order,& F c & F a & F b F d,visit,"['c', 'a', 'b', 'd']"
go to a h c and b in any order,& F c & F a & F b F h,visit,"['c', 'a', 'b', 'h']"
go to a b c and d in any order,& F c & F a & F d F b,visit,"['c', 'a', 'd', 'b']"
go to a h c and d in any order,& F c & F a & F d F h,visit,"['c', 'a', 'd', 'h']"
go to a b c and h in any order,& F c & F a & F h F b,visit,"['c', 'a', 'h', 'b']"
go to a d c and h in any order,& F c & F a & F h F d,visit,"['c', 'a', 'h', 'd']"
go to b d c and a in any order,& F c & F b & F a F d,visit,"['c', 'b', 'a', 'd']"
go to b h c and a in any order,& F c & F b & F a F h,visit,"['c', 'b', 'a', 'h']"
go to b a c and d in any order,& F c & F b & F d F a,visit,"['c', 'b', 'd', 'a']"
go to b h c and d in any order,& F c & F b & F d F h,visit,"['c', 'b', 'd', 'h']"
go to b a c and h in any order,& F c & F b & F h F a,visit,"['c', 'b', 'h', 'a']"
go to b d c and h in any order,& F c & F b & F h F d,visit,"['c', 'b', 'h', 'd']"
go to d b c and a in any order,& F c & F d & F a F b,visit,"['c', 'd', 'a', 'b']"
go to d h c and a in any order,& F c & F d & F a F h,visit,"['c', 'd', 'a', 'h']"
go to d a c and b in any order,& F c & F d & F b F a,visit,"['c', 'd', 'b', 'a']"
go to d h c and b in any order,& F c & F d & F b F h,visit,"['c', 'd', 'b', 'h']"
